CONCEPT	rope	ruler	sack	saddle	sailboat	salamander	salmon	sandals	sandpaper	sardine	saucer	saxophone	scarf	scissors	scooter	screwdriver	screws	seagull	seal	seaweed	shack	shawl	shed	sheep	shell	shelves	shield	ship	shirt	shoes	shotgun	shovel	shrimp	sink	skateboard	skillet	skirt	skis	skunk	skyscraper	sled	sledgehammer	sleigh	slingshot	slippers	snail	socks	sofa	spade	sparrow	spatula	spear	spider	spinach	spoon	squid	squirrel	starling	stereo	stick	stone	stool_(furniture)	stork	stove	strainer	strawberry	submarine	subway	surfboard	swan	sweater	swimsuit	sword	table	tack	tangerine	tank_(army)	tank_(container)	tap	tape_(scotch)	taxi	telephone	tent	thermometer	thimble	tie	tiger	toad	toaster	toilet	tomahawk	tomato	tongs	tortoise	toy	tractor	trailer	train	tray	tricycle	tripod	trolley	trombone	trousers	trout	truck	trumpet	tuba	tuna	turkey	turnip	turtle	typewriter	umbrella	unicycle	urn	van	veil	vest	vine	violin	vulture	wagon	wall	walnut	walrus	wand	wasp	whale	wheel	wheelbarrow	whip	whistle	willow	woodpecker	worm	wrench	yacht	yam	zebra	zucchini
jeep	0.000	0.000	0.000	0.000	0.000	0.026	0.000	0.028	0.000	0.000	0.000	0.000	0.000	0.000	0.232	0.000	0.000	0.000	0.000	0.083	0.031	0.000	0.019	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.363	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.088	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.120	0.000	0.000	0.000	0.068	0.000	0.000	0.000	0.000	0.000	0.000	0.061	0.000	0.000	0.000	0.032	0.000	0.038	0.000	0.163	0.177	0.059	0.000	0.234	0.000	0.252	0.000	0.000	0.000	0.370	0.000	0.000	0.000	0.000	0.000	0.042	0.000	0.000	0.000	0.000	0.333	0.000	0.000	0.077	0.000	0.000	0.219	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.211	0.000	0.000	0.032	0.000	0.000	0.000	0.000	0.000	0.000	0.074
jet	0.000	0.000	0.000	0.000	0.096	0.000	0.000	0.000	0.000	0.000	0.000	0.023	0.000	0.033	0.331	0.022	0.038	0.220	0.028	0.000	0.013	0.000	0.011	0.000	0.000	0.017	0.085	0.219	0.000	0.000	0.157	0.019	0.042	0.013	0.178	0.027	0.000	0.000	0.000	0.024	0.084	0.070	0.078	0.000	0.000	0.000	0.000	0.000	0.035	0.239	0.027	0.000	0.021	0.000	0.029	0.000	0.094	0.221	0.057	0.000	0.000	0.021	0.181	0.010	0.039	0.000	0.156	0.429	0.000	0.078	0.000	0.000	0.025	0.000	0.025	0.000	0.147	0.096	0.039	0.000	0.185	0.000	0.000	0.000	0.042	0.000	0.026	0.000	0.019	0.000	0.000	0.000	0.064	0.024	0.000	0.184	0.088	0.446	0.026	0.093	0.028	0.200	0.122	0.000	0.000	0.205	0.152	0.201	0.036	0.090	0.000	0.000	0.016	0.063	0.033	0.021	0.230	0.000	0.000	0.000	0.000	0.182	0.075	0.000	0.000	0.105	0.000	0.242	0.128	0.011	0.111	0.000	0.129	0.049	0.232	0.000	0.049	0.169	0.000	0.000	0.000
kettle	0.000	0.024	0.000	0.000	0.000	0.000	0.000	0.012	0.000	0.000	0.000	0.049	0.000	0.091	0.030	0.100	0.082	0.000	0.000	0.000	0.029	0.000	0.023	0.000	0.000	0.047	0.115	0.000	0.000	0.000	0.080	0.116	0.000	0.151	0.000	0.323	0.000	0.000	0.000	0.000	0.048	0.121	0.051	0.000	0.000	0.000	0.000	0.000	0.122	0.000	0.219	0.019	0.000	0.000	0.131	0.000	0.000	0.000	0.083	0.000	0.000	0.045	0.000	0.266	0.224	0.000	0.067	0.046	0.000	0.000	0.000	0.000	0.102	0.052	0.055	0.000	0.063	0.146	0.153	0.000	0.000	0.028	0.000	0.000	0.102	0.000	0.000	0.000	0.378	0.000	0.042	0.000	0.218	0.000	0.000	0.032	0.000	0.028	0.104	0.036	0.060	0.048	0.000	0.000	0.000	0.000	0.037	0.024	0.000	0.000	0.000	0.000	0.034	0.120	0.000	0.045	0.000	0.000	0.000	0.000	0.000	0.000	0.046	0.000	0.000	0.000	0.000	0.000	0.000	0.023	0.062	0.020	0.127	0.000	0.000	0.000	0.124	0.000	0.000	0.000	0.000
key	0.000	0.000	0.000	0.000	0.038	0.139	0.000	0.000	0.000	0.098	0.000	0.135	0.000	0.155	0.104	0.100	0.226	0.000	0.000	0.000	0.166	0.000	0.122	0.000	0.000	0.078	0.249	0.000	0.000	0.000	0.172	0.087	0.130	0.058	0.000	0.123	0.000	0.000	0.029	0.000	0.057	0.211	0.078	0.000	0.000	0.060	0.000	0.000	0.162	0.078	0.126	0.000	0.063	0.000	0.156	0.000	0.065	0.060	0.000	0.000	0.042	0.155	0.000	0.046	0.183	0.033	0.144	0.000	0.000	0.000	0.000	0.000	0.116	0.000	0.239	0.078	0.135	0.172	0.179	0.000	0.000	0.000	0.000	0.000	0.288	0.000	0.000	0.043	0.086	0.000	0.000	0.000	0.296	0.000	0.000	0.070	0.000	0.060	0.119	0.148	0.129	0.165	0.023	0.000	0.000	0.000	0.101	0.071	0.000	0.000	0.000	0.029	0.072	0.110	0.000	0.096	0.000	0.000	0.000	0.000	0.000	0.000	0.041	0.000	0.033	0.000	0.000	0.056	0.000	0.049	0.134	0.000	0.279	0.000	0.000	0.055	0.228	0.000	0.000	0.000	0.000
keyboard_(musical)	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.268	0.000	0.000	0.000	0.000	0.000	0.125	0.000	0.000	0.000	0.000	0.000	0.200	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.048	0.000	0.000	0.000	0.000	0.000	0.333	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.148	0.000	0.000	0.000	0.088	0.000	0.000	0.000	0.000	0.057	0.061	0.000	0.000	0.000	0.096	0.101	0.000	0.000	0.000	0.034	0.000	0.178	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.018	0.000	0.000	0.000	0.082	0.000	0.118	0.117	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.227	0.000	0.000	0.000	0.103	0.186	0.000	0.000	0.075	0.000	0.242	0.000	0.000	0.000	0.000	0.157	0.000	0.000	0.201	0.000	0.000	0.000	0.000	0.000	0.079	0.075	0.000	0.000	0.000	0.079	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.267	0.000
kite	0.000	0.080	0.000	0.000	0.160	0.000	0.000	0.020	0.000	0.000	0.000	0.000	0.050	0.031	0.083	0.000	0.000	0.000	0.000	0.000	0.066	0.018	0.043	0.000	0.034	0.078	0.018	0.014	0.029	0.000	0.000	0.000	0.000	0.000	0.081	0.000	0.042	0.022	0.000	0.000	0.166	0.048	0.056	0.097	0.000	0.000	0.025	0.000	0.000	0.000	0.087	0.013	0.000	0.000	0.041	0.000	0.000	0.000	0.000	0.075	0.000	0.071	0.000	0.000	0.064	0.000	0.000	0.000	0.034	0.000	0.034	0.030	0.000	0.072	0.032	0.000	0.000	0.058	0.000	0.000	0.000	0.045	0.000	0.000	0.018	0.028	0.000	0.000	0.000	0.000	0.016	0.000	0.033	0.000	0.223	0.000	0.000	0.000	0.079	0.121	0.000	0.000	0.000	0.017	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.062	0.000	0.000	0.000	0.000	0.038	0.000	0.032	0.000	0.149	0.034	0.000	0.000	0.000	0.000	0.000	0.000	0.021	0.000	0.063	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
knife	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.044	0.000	0.715	0.019	0.126	0.052	0.000	0.000	0.000	0.018	0.000	0.015	0.000	0.000	0.023	0.104	0.000	0.000	0.000	0.211	0.163	0.000	0.086	0.000	0.177	0.000	0.000	0.000	0.000	0.017	0.104	0.023	0.202	0.000	0.000	0.000	0.000	0.133	0.000	0.263	0.347	0.000	0.000	0.162	0.000	0.000	0.000	0.000	0.034	0.032	0.028	0.000	0.063	0.150	0.000	0.042	0.000	0.000	0.000	0.000	0.000	0.679	0.035	0.408	0.000	0.040	0.051	0.099	0.000	0.000	0.000	0.000	0.000	0.058	0.000	0.053	0.000	0.080	0.000	0.314	0.000	0.177	0.000	0.000	0.021	0.000	0.018	0.035	0.023	0.038	0.030	0.000	0.000	0.000	0.000	0.043	0.015	0.000	0.000	0.000	0.000	0.021	0.130	0.000	0.028	0.000	0.000	0.000	0.000	0.000	0.000	0.061	0.000	0.000	0.000	0.000	0.043	0.000	0.014	0.039	0.077	0.056	0.000	0.000	0.000	0.102	0.000	0.000	0.000	0.000
ladle	0.000	0.133	0.000	0.000	0.000	0.000	0.000	0.031	0.000	0.000	0.000	0.094	0.000	0.186	0.058	0.089	0.157	0.000	0.000	0.000	0.172	0.000	0.120	0.000	0.000	0.203	0.252	0.025	0.000	0.000	0.153	0.126	0.000	0.209	0.082	0.295	0.000	0.038	0.000	0.000	0.202	0.273	0.163	0.050	0.000	0.000	0.000	0.000	0.144	0.000	0.520	0.024	0.000	0.000	0.411	0.000	0.000	0.000	0.000	0.133	0.000	0.211	0.000	0.260	0.513	0.000	0.128	0.000	0.030	0.000	0.000	0.000	0.103	0.224	0.105	0.000	0.120	0.245	0.289	0.000	0.000	0.072	0.000	0.000	0.203	0.000	0.000	0.000	0.300	0.000	0.028	0.000	0.498	0.000	0.000	0.062	0.000	0.054	0.231	0.069	0.114	0.091	0.000	0.000	0.000	0.000	0.072	0.047	0.000	0.000	0.000	0.000	0.064	0.138	0.000	0.086	0.000	0.000	0.000	0.000	0.056	0.000	0.075	0.061	0.000	0.000	0.000	0.000	0.000	0.043	0.156	0.000	0.269	0.000	0.000	0.000	0.202	0.000	0.000	0.000	0.000
lamb	0.000	0.000	0.000	0.000	0.000	0.120	0.138	0.000	0.000	0.091	0.000	0.000	0.019	0.000	0.000	0.000	0.000	0.178	0.114	0.130	0.000	0.000	0.000	0.743	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.211	0.000	0.000	0.000	0.000	0.000	0.435	0.000	0.000	0.000	0.000	0.000	0.032	0.071	0.000	0.048	0.053	0.060	0.000	0.000	0.031	0.033	0.000	0.150	0.151	0.020	0.000	0.000	0.000	0.031	0.137	0.000	0.000	0.085	0.000	0.000	0.000	0.252	0.000	0.000	0.000	0.047	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.122	0.028	0.000	0.166	0.000	0.055	0.000	0.082	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.141	0.000	0.000	0.000	0.096	0.107	0.208	0.084	0.000	0.000	0.000	0.000	0.000	0.164	0.000	0.000	0.000	0.025	0.000	0.000	0.116	0.133	0.028	0.027	0.049	0.000	0.000	0.028	0.000	0.000	0.034	0.000	0.000	0.000	0.085	0.342	0.000
lamp	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.080	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.085	0.000	0.000	0.000	0.000	0.155	0.000	0.000	0.000	0.047	0.000	0.000	0.000	0.000	0.000	0.031	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.032	0.000	0.000	0.000	0.000	0.000	0.000	0.167	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
lantern	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.045	0.000	0.065	0.027	0.062	0.075	0.000	0.000	0.000	0.065	0.000	0.021	0.000	0.000	0.033	0.105	0.000	0.000	0.000	0.073	0.037	0.000	0.025	0.000	0.052	0.000	0.000	0.000	0.000	0.024	0.089	0.033	0.000	0.000	0.000	0.000	0.000	0.069	0.000	0.053	0.000	0.000	0.000	0.057	0.000	0.000	0.000	0.000	0.000	0.000	0.041	0.000	0.070	0.077	0.000	0.061	0.000	0.000	0.000	0.000	0.000	0.049	0.000	0.050	0.000	0.057	0.145	0.076	0.000	0.000	0.000	0.203	0.128	0.083	0.000	0.000	0.000	0.036	0.000	0.000	0.000	0.156	0.000	0.000	0.030	0.057	0.026	0.050	0.033	0.054	0.044	0.000	0.000	0.000	0.000	0.034	0.022	0.000	0.000	0.000	0.000	0.031	0.046	0.000	0.041	0.000	0.000	0.000	0.000	0.000	0.000	0.017	0.000	0.000	0.000	0.000	0.000	0.000	0.021	0.056	0.000	0.081	0.000	0.000	0.000	0.096	0.000	0.000	0.000	0.000
lemon	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.339	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.384	0.000	0.000	0.000	0.000	0.285	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.293	0.000	0.000	0.000	0.066	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.047	0.000	0.000	0.160	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.037
leopard	0.000	0.000	0.000	0.000	0.052	0.118	0.068	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.035	0.000	0.000	0.000	0.155	0.000	0.000	0.000	0.000	0.230	0.000	0.000	0.027	0.074	0.000	0.000	0.000	0.000	0.036	0.000	0.018	0.000	0.000	0.000	0.228	0.021	0.023	0.021	0.000	0.000	0.000	0.000	0.000	0.020	0.000	0.122	0.000	0.000	0.018	0.000	0.000	0.000	0.251	0.000	0.000	0.000	0.000	0.033	0.027	0.000	0.000	0.000	0.065	0.060	0.000	0.000	0.000	0.000	0.000	0.049	0.000	0.000	0.085	0.051	0.000	0.000	0.018	0.000	0.000	0.000	0.000	0.000	0.285	0.056	0.000	0.000	0.000	0.000	0.000	0.165	0.000	0.053	0.035	0.050	0.000	0.000	0.000	0.042	0.037	0.000	0.045	0.083	0.000	0.082	0.031	0.112	0.000	0.144	0.000	0.034	0.000	0.000	0.058	0.000	0.000	0.000	0.000	0.089	0.000	0.000	0.000	0.359	0.000	0.000	0.209	0.000	0.000	0.000	0.000	0.042	0.069	0.000	0.000	0.083	0.000	0.216	0.000
leotards	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.121	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.323	0.000	0.000	0.093	0.000	0.000	0.000	0.231	0.047	0.000	0.000	0.000	0.000	0.000	0.000	0.350	0.000	0.000	0.000	0.042	0.000	0.000	0.000	0.041	0.000	0.139	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.047	0.000	0.224	0.293	0.000	0.000	0.087	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.176	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.155	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.101	0.000	0.000	0.000	0.045	0.217	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
lettuce	0.000	0.000	0.000	0.000	0.000	0.165	0.183	0.000	0.000	0.159	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.086	0.482	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.249	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.124	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.686	0.000	0.261	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.123	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.154	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.189	0.000	0.000	0.000	0.372	0.000	0.116	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.206	0.000	0.000	0.000	0.200	0.063	0.524	0.129	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.263	0.000	0.000	0.000	0.000	0.259	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.127	0.000	0.000	0.000	0.000	0.357	0.000	0.482
level	0.000	0.222	0.000	0.000	0.000	0.000	0.000	0.000	0.141	0.000	0.000	0.000	0.000	0.077	0.000	0.349	0.112	0.000	0.000	0.000	0.103	0.000	0.067	0.000	0.000	0.093	0.027	0.022	0.000	0.000	0.000	0.231	0.000	0.000	0.072	0.000	0.000	0.034	0.000	0.000	0.086	0.277	0.049	0.044	0.000	0.000	0.000	0.000	0.113	0.000	0.029	0.021	0.000	0.000	0.063	0.000	0.000	0.000	0.000	0.117	0.070	0.111	0.000	0.000	0.000	0.000	0.000	0.000	0.027	0.000	0.000	0.000	0.000	0.111	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.097	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.049	0.000	0.034	0.054	0.000	0.000	0.000	0.000	0.000	0.000	0.070	0.000	0.000	0.000	0.000	0.000	0.346	0.000	0.000	0.000	0.000
lime	0.000	0.000	0.000	0.000	0.021	0.190	0.000	0.000	0.000	0.054	0.000	0.000	0.000	0.000	0.021	0.000	0.027	0.000	0.000	0.361	0.057	0.000	0.040	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.071	0.000	0.000	0.000	0.000	0.000	0.016	0.000	0.000	0.000	0.000	0.000	0.000	0.033	0.000	0.000	0.000	0.043	0.000	0.000	0.035	0.385	0.000	0.000	0.036	0.033	0.000	0.000	0.023	0.032	0.000	0.000	0.000	0.352	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.058	0.430	0.219	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.042	0.000	0.000	0.292	0.000	0.000	0.000	0.412	0.000	0.165	0.000	0.000	0.000	0.000	0.000	0.039	0.000	0.034	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.199	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.336	0.000	0.000	0.000	0.000	0.049	0.000	0.000	0.031	0.000	0.000	0.000	0.000	0.048	0.141	0.000	0.030	0.000	0.000	0.000	0.000	0.338
limousine	0.165	0.037	0.000	0.000	0.035	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.125	0.000	0.000	0.046	0.000	0.092	0.017	0.046	0.000	0.000	0.000	0.136	0.000	0.000	0.018	0.050	0.000	0.000	0.000	0.000	0.060	0.000	0.111	0.000	0.148	0.145	0.222	0.014	0.000	0.064	0.000	0.000	0.000	0.000	0.000	0.000	0.090	0.000	0.067	0.116	0.066	0.000	0.000	0.000	0.000	0.034	0.077	0.163	0.000	0.000	0.089	0.000	0.000	0.000	0.044	0.000	0.212	0.130	0.000	0.000	0.106	0.000	0.000	0.000	0.058	0.035	0.000	0.049	0.386	0.000	0.000	0.069	0.000	0.061	0.065	0.000	0.000	0.085	0.000	0.000	0.074	0.014	0.000	0.069	0.024	0.000	0.000	0.000	0.000	0.029	0.099	0.000	0.000	0.212	0.000	0.055	0.021	0.031	0.055	0.000	0.000	0.023	0.000	0.000	0.091	0.108	0.000	0.125	0.000	0.026	0.032	0.000	0.000	0.061	0.275	0.046	0.075	0.000	0.000	0.223	0.000	0.102	0.000	0.217	0.000	0.238	0.000	0.176	0.112
lion	0.000	0.000	0.000	0.000	0.116	0.053	0.057	0.000	0.000	0.000	0.000	0.000	0.000	0.021	0.000	0.000	0.000	0.000	0.164	0.000	0.000	0.000	0.000	0.127	0.000	0.000	0.060	0.165	0.000	0.000	0.027	0.000	0.102	0.000	0.000	0.000	0.000	0.000	0.174	0.047	0.000	0.046	0.000	0.033	0.000	0.000	0.000	0.000	0.000	0.072	0.000	0.018	0.040	0.000	0.000	0.000	0.217	0.000	0.000	0.000	0.000	0.000	0.061	0.000	0.000	0.000	0.145	0.000	0.000	0.000	0.000	0.000	0.019	0.000	0.000	0.000	0.191	0.114	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.607	0.033	0.000	0.000	0.000	0.000	0.000	0.117	0.000	0.119	0.079	0.000	0.000	0.000	0.000	0.094	0.082	0.000	0.040	0.186	0.000	0.182	0.069	0.141	0.000	0.067	0.000	0.075	0.052	0.000	0.129	0.000	0.000	0.000	0.000	0.115	0.000	0.000	0.000	0.406	0.000	0.017	0.360	0.000	0.000	0.000	0.000	0.094	0.041	0.000	0.000	0.186	0.000	0.283	0.000
lobster	0.000	0.000	0.000	0.000	0.000	0.141	0.259	0.000	0.000	0.156	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.240	0.178	0.000	0.000	0.000	0.087	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.514	0.000	0.000	0.000	0.000	0.000	0.111	0.000	0.000	0.000	0.000	0.000	0.000	0.173	0.000	0.000	0.000	0.056	0.000	0.000	0.012	0.046	0.000	0.405	0.127	0.000	0.044	0.000	0.000	0.000	0.000	0.000	0.000	0.392	0.000	0.000	0.000	0.031	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.026	0.000	0.000	0.000	0.000	0.000	0.121	0.063	0.000	0.000	0.000	0.350	0.000	0.188	0.000	0.058	0.000	0.000	0.000	0.091	0.000	0.000	0.000	0.000	0.292	0.000	0.000	0.000	0.263	0.079	0.140	0.189	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.095	0.163	0.000	0.200	0.195	0.000	0.000	0.195	0.000	0.000	0.000	0.000	0.000	0.031	0.000	0.000	0.058	0.116	0.110	0.039
machete	0.104	0.023	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.083	0.079	0.741	0.051	0.179	0.138	0.000	0.000	0.029	0.048	0.000	0.039	0.000	0.000	0.061	0.229	0.000	0.000	0.000	0.235	0.170	0.000	0.046	0.040	0.169	0.093	0.091	0.000	0.000	0.045	0.228	0.061	0.167	0.000	0.000	0.000	0.000	0.190	0.000	0.221	0.398	0.000	0.000	0.128	0.000	0.000	0.000	0.000	0.141	0.037	0.076	0.000	0.036	0.143	0.000	0.113	0.000	0.133	0.000	0.000	0.000	0.702	0.000	0.478	0.000	0.106	0.135	0.140	0.031	0.000	0.000	0.000	0.043	0.154	0.038	0.039	0.000	0.067	0.000	0.229	0.000	0.278	0.000	0.000	0.055	0.000	0.047	0.093	0.061	0.101	0.081	0.047	0.000	0.000	0.000	0.064	0.041	0.000	0.000	0.000	0.000	0.057	0.158	0.000	0.076	0.000	0.000	0.000	0.078	0.000	0.000	0.068	0.000	0.000	0.000	0.143	0.031	0.000	0.038	0.105	0.183	0.150	0.046	0.000	0.137	0.204	0.000	0.000	0.000	0.070
mackerel	0.000	0.000	0.000	0.000	0.000	0.308	0.851	0.000	0.000	0.537	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.023	0.343	0.069	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.249	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.038	0.000	0.000	0.000	0.061	0.000	0.000	0.019	0.018	0.000	0.412	0.000	0.038	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.038	0.000	0.000	0.089	0.101	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.107	0.000	0.000	0.000	0.029	0.000	0.189	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.860	0.000	0.000	0.000	0.729	0.019	0.054	0.258	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.021	0.000	0.000	0.062	0.213	0.000	0.000	0.191	0.000	0.000	0.000	0.000	0.000	0.052	0.000	0.000	0.000	0.045	0.021	0.000
magazine	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.018	0.000	0.000	0.000	0.000	0.000	0.016	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.016	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.030	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.033	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.028	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
