CONCEPT	accordion	airplane	alligator	ambulance	anchor	ant	apartment	apple	apron	armour	ashtray	asparagus	avocado	axe	bag	bagpipe	ball	balloon	banana	banjo	banner	barn	barrel	basement	basket	bat_(animal)	bat_(baseball)	bathtub	baton	bayonet	bazooka	beans	bear	beaver	bed	bedroom	beehive	beetle	beets	belt	bench	bike	bin_(waste)	birch	biscuit	bison	blackbird	blender	blouse	blueberry	bluejay	board_(black)	board_(wood)	boat	bolts	bomb	book	bookcase	boots	bottle	bouquet	bow_(ribbon)	bow_(weapon)	bowl	box	bra	bracelet	bread	brick	bridge	broccoli	broom	brush	bucket	buckle	budgie	buffalo	buggy	building	bull	bullet	bungalow	bureau	bus	butterfly	buzzard	cabbage	cabin	cabinet	cage	cake	calf	camel	camisole	canary	candle	cannon	canoe	cantaloupe	cap_(bottle)	cap_(hat)	cape	car	card_(greeting)	caribou	carpet	carrot	cart	cat	catapult	caterpillar	catfish	cathedral	cauliflower	cedar	celery	cellar	cello	certificate	chain	chair	chandelier	chapel	cheese	cheetah	cherry	chickadee	chicken	chimp	chipmunk	chisel	church	cigar	cigarette	clam	clamp	clarinet	cloak	clock	closet	coat	cockroach	coconut	cod	coin	colander	comb	cork	corkscrew	corn	cottage	couch	cougar	cow	coyote	crab	cranberry	crane_(machine)	crayon	crocodile	crossbow	crow	crowbar	crown	cucumber	cup	cupboard	curtains	cushion	dagger	dandelion	deer	desk	dish	dishwasher	dog	doll	dolphin	donkey	door	doorknob	dove	drain	drapes	dress	dresser	drill	drum	duck	dunebuggy	eagle	earmuffs	eel	eggplant	elephant	elevator	elk	emerald	emu	envelope
table	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.036	0.000	0.000	0.056	0.000	0.000	0.000	0.000	0.000	0.126	0.073	0.024	0.271	0.000	0.208	0.514	0.000	0.145	0.000	0.324	0.000	0.234	0.000	0.000	0.000	0.031	0.000	0.020	0.000	0.000	0.025	0.067	0.000	0.323	0.000	0.080	0.000	0.070	0.000	0.000	0.098	0.000	0.084	0.000	0.000	0.379	0.193	0.000	0.000	0.000	0.325	0.000	0.000	0.000	0.000	0.191	0.173	0.151	0.000	0.043	0.000	0.000	0.089	0.000	0.177	0.000	0.073	0.000	0.000	0.102	0.000	0.123	0.000	0.000	0.000	0.269	0.000	0.000	0.000	0.050	0.335	0.443	0.000	0.000	0.087	0.030	0.000	0.020	0.000	0.000	0.175	0.082	0.109	0.000	0.000	0.000	0.000	0.074	0.000	0.000	0.209	0.101	0.192	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.220	0.000	0.000	0.425	0.029	0.000	0.000	0.046	0.062	0.000	0.019	0.000	0.000	0.000	0.000	0.000	0.037	0.000	0.000	0.069	0.000	0.049	0.000	0.000	0.000	0.022	0.000	0.130	0.058	0.000	0.213	0.034	0.000	0.211	0.118	0.042	0.117	0.093	0.045	0.000	0.000	0.000	0.037	0.190	0.000	0.000	0.050	0.000	0.032	0.279	0.000	0.047	0.000	0.000	0.125	0.405	0.126	0.103	0.186	0.000	0.000	0.196	0.284	0.075	0.000	0.056	0.000	0.000	0.269	0.000	0.059	0.000	0.000	0.000	0.044	0.000	0.000	0.092	0.000	0.103	0.000	0.044	0.000
tack	0.000	0.046	0.000	0.000	0.125	0.178	0.093	0.000	0.000	0.167	0.000	0.000	0.000	0.188	0.065	0.000	0.047	0.082	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.045	0.104	0.000	0.083	0.201	0.068	0.061	0.000	0.000	0.000	0.043	0.000	0.054	0.000	0.000	0.080	0.024	0.185	0.000	0.096	0.000	0.000	0.000	0.039	0.118	0.037	0.000	0.000	0.059	0.285	0.000	0.000	0.037	0.000	0.000	0.000	0.093	0.000	0.036	0.059	0.040	0.039	0.000	0.039	0.127	0.000	0.000	0.048	0.090	0.333	0.092	0.000	0.048	0.039	0.000	0.207	0.155	0.000	0.000	0.129	0.000	0.000	0.091	0.000	0.210	0.000	0.098	0.000	0.000	0.092	0.052	0.031	0.000	0.000	0.241	0.047	0.000	0.032	0.000	0.000	0.075	0.023	0.038	0.000	0.000	0.139	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.192	0.000	0.015	0.000	0.000	0.000	0.091	0.159	0.000	0.000	0.148	0.309	0.000	0.000	0.000	0.000	0.282	0.049	0.000	0.000	0.074	0.045	0.070	0.000	0.000	0.214	0.123	0.139	0.000	0.162	0.000	0.221	0.000	0.000	0.000	0.000	0.053	0.064	0.106	0.089	0.000	0.000	0.000	0.179	0.000	0.000	0.026	0.000	0.038	0.077	0.490	0.000	0.000	0.058	0.040	0.040	0.000	0.000	0.000	0.000	0.098	0.072	0.000	0.037	0.024	0.034	0.000	0.033	0.034	0.000	0.000	0.000	0.039	0.000	0.000	0.000	0.041	0.000	0.046	0.000	0.036
tangerine	0.000	0.000	0.000	0.049	0.000	0.132	0.069	0.469	0.000	0.000	0.047	0.000	0.272	0.000	0.000	0.000	0.107	0.062	0.356	0.036	0.000	0.000	0.096	0.000	0.000	0.033	0.000	0.000	0.087	0.000	0.000	0.045	0.000	0.000	0.000	0.032	0.000	0.040	0.089	0.000	0.000	0.000	0.106	0.000	0.130	0.000	0.000	0.000	0.000	0.501	0.027	0.000	0.000	0.043	0.056	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.110	0.044	0.000	0.036	0.000	0.000	0.031	0.000	0.000	0.000	0.062	0.052	0.049	0.000	0.000	0.000	0.000	0.067	0.114	0.000	0.000	0.041	0.000	0.042	0.067	0.000	0.042	0.070	0.072	0.000	0.000	0.068	0.000	0.000	0.000	0.736	0.199	0.000	0.000	0.000	0.000	0.000	0.000	0.243	0.000	0.000	0.000	0.079	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.166	0.000	0.487	0.117	0.000	0.000	0.109	0.000	0.000	0.000	0.031	0.000	0.000	0.000	0.000	0.041	0.055	0.000	0.052	0.280	0.000	0.163	0.000	0.040	0.000	0.000	0.043	0.163	0.000	0.000	0.000	0.000	0.039	0.322	0.000	0.000	0.000	0.000	0.000	0.000	0.042	0.076	0.000	0.000	0.000	0.059	0.057	0.019	0.000	0.000	0.071	0.000	0.000	0.000	0.000	0.000	0.000	0.064	0.000	0.025	0.000	0.000	0.000	0.000	0.050	0.000	0.000	0.000	0.037	0.000	0.020	0.000	0.000	0.000	0.000	0.000	0.000
tank_(army)	0.000	0.135	0.140	0.054	0.275	0.000	0.000	0.109	0.000	0.179	0.000	0.198	0.200	0.026	0.000	0.000	0.000	0.063	0.048	0.000	0.097	0.096	0.081	0.000	0.000	0.000	0.136	0.070	0.094	0.000	0.355	0.165	0.205	0.000	0.000	0.000	0.000	0.064	0.000	0.000	0.055	0.130	0.213	0.000	0.000	0.218	0.000	0.000	0.000	0.000	0.000	0.227	0.000	0.000	0.141	0.195	0.000	0.089	0.000	0.042	0.000	0.000	0.000	0.000	0.070	0.000	0.044	0.000	0.068	0.176	0.199	0.000	0.055	0.103	0.172	0.033	0.198	0.150	0.154	0.185	0.087	0.000	0.063	0.128	0.000	0.084	0.156	0.000	0.000	0.175	0.000	0.000	0.047	0.000	0.000	0.000	0.408	0.000	0.000	0.110	0.000	0.000	0.074	0.000	0.129	0.000	0.000	0.198	0.000	0.186	0.037	0.000	0.207	0.000	0.054	0.178	0.000	0.140	0.000	0.155	0.000	0.019	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.130	0.061	0.053	0.000	0.000	0.113	0.056	0.000	0.000	0.000	0.000	0.083	0.000	0.000	0.140	0.141	0.041	0.000	0.185	0.000	0.000	0.057	0.051	0.133	0.000	0.000	0.000	0.380	0.000	0.187	0.000	0.073	0.243	0.019	0.140	0.000	0.000	0.000	0.000	0.039	0.000	0.000	0.067	0.000	0.045	0.000	0.000	0.000	0.000	0.112	0.082	0.000	0.042	0.018	0.000	0.069	0.038	0.039	0.000	0.088	0.085	0.000	0.000	0.000	0.217	0.047	0.075	0.192	0.084	0.000
tank_(container)	0.000	0.116	0.000	0.032	0.220	0.000	0.000	0.000	0.000	0.185	0.133	0.000	0.000	0.000	0.346	0.000	0.000	0.076	0.000	0.000	0.118	0.165	0.103	0.112	0.289	0.000	0.151	0.129	0.120	0.000	0.154	0.000	0.122	0.000	0.030	0.000	0.000	0.038	0.000	0.000	0.070	0.035	0.340	0.000	0.000	0.130	0.000	0.075	0.000	0.000	0.000	0.030	0.000	0.000	0.226	0.000	0.000	0.106	0.000	0.484	0.000	0.031	0.040	0.272	0.177	0.052	0.057	0.000	0.000	0.170	0.000	0.035	0.165	0.423	0.270	0.000	0.118	0.070	0.122	0.110	0.110	0.000	0.130	0.044	0.000	0.050	0.000	0.000	0.121	0.322	0.000	0.000	0.028	0.000	0.000	0.037	0.093	0.000	0.000	0.267	0.000	0.000	0.000	0.000	0.077	0.000	0.000	0.084	0.000	0.049	0.000	0.000	0.124	0.000	0.000	0.000	0.058	0.084	0.000	0.197	0.000	0.029	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.166	0.036	0.032	0.000	0.000	0.144	0.071	0.000	0.000	0.137	0.000	0.050	0.000	0.000	0.211	0.328	0.204	0.000	0.236	0.000	0.000	0.026	0.030	0.079	0.000	0.000	0.000	0.280	0.000	0.063	0.000	0.043	0.260	0.000	0.000	0.105	0.128	0.000	0.000	0.050	0.000	0.000	0.085	0.112	0.058	0.000	0.000	0.000	0.000	0.143	0.104	0.000	0.054	0.000	0.000	0.135	0.048	0.049	0.000	0.000	0.051	0.000	0.000	0.000	0.130	0.059	0.045	0.000	0.050	0.029
tap	0.000	0.070	0.000	0.000	0.189	0.000	0.000	0.000	0.000	0.193	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.158	0.116	0.125	0.000	0.103	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.073	0.037	0.200	0.000	0.000	0.000	0.000	0.131	0.000	0.000	0.000	0.000	0.000	0.000	0.187	0.000	0.000	0.056	0.000	0.000	0.000	0.000	0.000	0.058	0.000	0.000	0.059	0.000	0.000	0.128	0.000	0.000	0.073	0.299	0.227	0.000	0.000	0.073	0.059	0.000	0.115	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.076	0.231	0.000	0.000	0.000	0.000	0.000	0.000	0.046	0.000	0.000	0.146	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.058	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.206	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.172	0.000	0.000	0.000	0.000	0.150	0.073	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.186	0.263	0.099	0.000	0.290	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.160	0.000	0.000	0.000	0.000	0.271	0.000	0.000	0.043	0.128	0.000	0.000	0.052	0.000	0.000	0.089	0.056	0.198	0.000	0.000	0.000	0.000	0.148	0.179	0.000	0.092	0.000	0.000	0.000	0.050	0.052	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.062	0.000	0.000	0.000	0.000
tape_(scotch)	0.000	0.000	0.038	0.000	0.000	0.000	0.000	0.000	0.017	0.000	0.000	0.041	0.000	0.000	0.021	0.000	0.000	0.000	0.023	0.000	0.037	0.000	0.000	0.000	0.000	0.000	0.049	0.000	0.062	0.040	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.022	0.029	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.044	0.000	0.079	0.000	0.000	0.000	0.017	0.029	0.000	0.023	0.018	0.000	0.000	0.000	0.017	0.000	0.000	0.017	0.000	0.042	0.000	0.000	0.085	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.017	0.000	0.000	0.000	0.059	0.000	0.000	0.000	0.000	0.019	0.000	0.000	0.000	0.019	0.000	0.000	0.000	0.000	0.017	0.000	0.000	0.000	0.028	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.015	0.000	0.000	0.170	0.024	0.066	0.000	0.000	0.026	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.018	0.000	0.000	0.030	0.000	0.034	0.000	0.000	0.014	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.019	0.034	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.052	0.000	0.000	0.000	0.000	0.000	0.000	0.000
taxi	0.000	0.166	0.000	0.076	0.000	0.000	0.000	0.072	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.323	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.118	0.000	0.000	0.000	0.000	0.098	0.000	0.000	0.000	0.000	0.111	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.156	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.037	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.102	0.000	0.000	0.037	0.000	0.000	0.472	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.039	0.000	0.249	0.000	0.000	0.049	0.000	0.000	0.000	0.000	0.312	0.000	0.011	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.048	0.000	0.148	0.134	0.000	0.134	0.000	0.000	0.021	0.000	0.000	0.018	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.305	0.000	0.000	0.057	0.000	0.000	0.000	0.000	0.087	0.000	0.000	0.000	0.000	0.000	0.045	0.000	0.000	0.000	0.000	0.000	0.000	0.326	0.031	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.025	0.000	0.000	0.000	0.000	0.112	0.000	0.000	0.000	0.000	0.000	0.104	0.015	0.057	0.000	0.000
telephone	0.054	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.067	0.000	0.000	0.000	0.155	0.000	0.000	0.030	0.000	0.000	0.047	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.059	0.000	0.000	0.000	0.000	0.000	0.000	0.086	0.000	0.000	0.000	0.000	0.036	0.115	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.024	0.000	0.082	0.000	0.000	0.031	0.059	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.027	0.074	0.093	0.041	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.018	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.099	0.000	0.000	0.000	0.000	0.000	0.018	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.029	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.065	0.000	0.077	0.029	0.000	0.000	0.000	0.116	0.118	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.049	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.058	0.029	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.096	0.000	0.000	0.000	0.000
tent	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.145	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.054	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.084	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.020	0.022	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
thermometer	0.000	0.000	0.053	0.000	0.000	0.000	0.000	0.019	0.024	0.000	0.162	0.057	0.000	0.000	0.000	0.000	0.066	0.038	0.045	0.022	0.051	0.000	0.059	0.000	0.000	0.000	0.068	0.000	0.141	0.056	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.035	0.030	0.041	0.000	0.042	0.000	0.037	0.000	0.000	0.050	0.000	0.044	0.000	0.000	0.061	0.000	0.000	0.000	0.000	0.000	0.024	0.161	0.000	0.032	0.025	0.068	0.000	0.000	0.022	0.000	0.000	0.024	0.000	0.059	0.000	0.038	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.026	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.023	0.043	0.057	0.000	0.083	0.000	0.000	0.000	0.000	0.026	0.000	0.000	0.000	0.027	0.000	0.000	0.000	0.000	0.024	0.000	0.000	0.000	0.039	0.000	0.051	0.000	0.000	0.000	0.033	0.000	0.000	0.000	0.000	0.000	0.000	0.021	0.019	0.000	0.000	0.034	0.092	0.089	0.000	0.037	0.000	0.012	0.000	0.068	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.025	0.000	0.000	0.042	0.026	0.047	0.074	0.000	0.019	0.014	0.000	0.000	0.000	0.000	0.111	0.000	0.000	0.000	0.000	0.000	0.000	0.039	0.000	0.015	0.027	0.048	0.000	0.000	0.031	0.000	0.000	0.000	0.023	0.072	0.000	0.000	0.000	0.000	0.000	0.000	0.000
thimble	0.000	0.077	0.000	0.000	0.208	0.129	0.067	0.000	0.185	0.468	0.018	0.000	0.000	0.000	0.063	0.000	0.000	0.012	0.000	0.000	0.019	0.000	0.000	0.000	0.000	0.032	0.173	0.000	0.137	0.000	0.114	0.044	0.000	0.000	0.000	0.031	0.000	0.039	0.000	0.000	0.080	0.040	0.293	0.000	0.069	0.000	0.000	0.015	0.000	0.085	0.027	0.000	0.000	0.043	0.260	0.000	0.000	0.062	0.077	0.033	0.000	0.000	0.013	0.024	0.043	0.000	0.065	0.000	0.000	0.171	0.000	0.011	0.110	0.188	0.317	0.048	0.000	0.080	0.064	0.000	0.191	0.112	0.000	0.000	0.040	0.000	0.000	0.065	0.000	0.296	0.000	0.070	0.000	0.000	0.066	0.000	0.051	0.000	0.000	0.304	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.063	0.000	0.000	0.077	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.262	0.000	0.000	0.000	0.000	0.000	0.066	0.114	0.000	0.000	0.106	0.189	0.000	0.000	0.000	0.000	0.164	0.081	0.000	0.000	0.053	0.087	0.051	0.000	0.000	0.255	0.251	0.147	0.000	0.269	0.000	0.159	0.000	0.000	0.000	0.000	0.038	0.046	0.176	0.000	0.000	0.000	0.000	0.297	0.000	0.000	0.020	0.000	0.000	0.036	0.113	0.000	0.000	0.097	0.023	0.066	0.000	0.000	0.000	0.000	0.163	0.119	0.000	0.061	0.000	0.000	0.000	0.055	0.057	0.000	0.000	0.000	0.065	0.000	0.000	0.000	0.068	0.000	0.000	0.000	0.000
tie	0.000	0.000	0.047	0.000	0.000	0.000	0.000	0.000	0.090	0.000	0.000	0.051	0.000	0.000	0.058	0.000	0.041	0.073	0.028	0.000	0.045	0.000	0.000	0.000	0.000	0.000	0.060	0.000	0.077	0.050	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.102	0.065	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.220	0.000	0.000	0.000	0.054	0.000	0.000	0.000	0.000	0.000	0.082	0.000	0.000	0.111	0.022	0.031	0.000	0.075	0.024	0.000	0.035	0.021	0.000	0.052	0.000	0.000	0.000	0.022	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.065	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.146	0.000	0.046	0.000	0.040	0.000	0.000	0.166	0.227	0.028	0.000	0.000	0.067	0.023	0.000	0.000	0.000	0.053	0.000	0.000	0.000	0.000	0.021	0.000	0.000	0.000	0.148	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.019	0.000	0.000	0.000	0.030	0.208	0.000	0.000	0.124	0.000	0.000	0.000	0.000	0.000	0.073	0.000	0.000	0.000	0.000	0.011	0.000	0.000	0.000	0.000	0.000	0.000	0.079	0.022	0.000	0.000	0.037	0.000	0.042	0.047	0.000	0.094	0.024	0.000	0.000	0.000	0.000	0.035	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.080	0.335	0.000	0.000	0.000	0.000	0.000	0.000	0.035	0.064	0.000	0.000	0.000	0.000	0.000	0.000	0.032
tiger	0.000	0.021	0.257	0.030	0.016	0.076	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.035	0.000	0.000	0.000	0.016	0.000	0.000	0.025	0.025	0.021	0.000	0.000	0.147	0.000	0.018	0.000	0.074	0.082	0.000	0.394	0.154	0.000	0.000	0.059	0.077	0.000	0.000	0.000	0.000	0.016	0.000	0.000	0.206	0.098	0.000	0.000	0.000	0.039	0.117	0.000	0.000	0.000	0.056	0.000	0.012	0.022	0.000	0.000	0.000	0.028	0.000	0.018	0.019	0.000	0.000	0.000	0.021	0.000	0.000	0.000	0.000	0.000	0.000	0.192	0.000	0.028	0.165	0.000	0.000	0.012	0.019	0.000	0.106	0.000	0.000	0.000	0.000	0.000	0.109	0.110	0.000	0.000	0.000	0.096	0.000	0.037	0.000	0.000	0.051	0.000	0.000	0.229	0.000	0.077	0.012	0.262	0.021	0.000	0.042	0.054	0.000	0.000	0.000	0.000	0.036	0.000	0.000	0.000	0.000	0.000	0.053	0.274	0.000	0.100	0.068	0.265	0.231	0.000	0.016	0.014	0.000	0.044	0.000	0.056	0.075	0.000	0.000	0.000	0.057	0.000	0.000	0.000	0.000	0.166	0.000	0.000	0.000	0.000	0.011	0.380	0.167	0.317	0.094	0.000	0.055	0.000	0.248	0.027	0.131	0.030	0.000	0.000	0.000	0.000	0.000	0.000	0.026	0.000	0.158	0.000	0.000	0.000	0.174	0.000	0.040	0.134	0.000	0.000	0.000	0.000	0.000	0.000	0.015	0.000	0.000	0.027	0.000	0.138	0.000	0.037	0.000	0.243	0.000	0.173	0.000	0.112	0.000
toad	0.000	0.000	0.269	0.000	0.000	0.073	0.038	0.133	0.000	0.000	0.000	0.242	0.245	0.000	0.000	0.000	0.000	0.000	0.059	0.000	0.000	0.000	0.055	0.000	0.000	0.040	0.000	0.000	0.000	0.000	0.000	0.291	0.110	0.220	0.000	0.017	0.000	0.057	0.000	0.000	0.000	0.000	0.021	0.000	0.039	0.133	0.020	0.000	0.000	0.048	0.030	0.217	0.050	0.024	0.031	0.000	0.000	0.000	0.030	0.051	0.000	0.000	0.000	0.000	0.054	0.000	0.000	0.071	0.000	0.017	0.244	0.000	0.000	0.000	0.029	0.200	0.112	0.000	0.000	0.033	0.037	0.063	0.000	0.000	0.023	0.142	0.191	0.037	0.000	0.023	0.000	0.081	0.128	0.000	0.118	0.000	0.000	0.000	0.000	0.059	0.000	0.000	0.000	0.000	0.100	0.000	0.000	0.000	0.160	0.000	0.089	0.145	0.000	0.000	0.066	0.218	0.000	0.000	0.000	0.000	0.047	0.000	0.000	0.000	0.045	0.037	0.120	0.091	0.183	0.155	0.000	0.000	0.101	0.000	0.063	0.000	0.000	0.000	0.000	0.030	0.000	0.116	0.058	0.088	0.029	0.000	0.022	0.066	0.000	0.000	0.090	0.019	0.166	0.221	0.045	0.096	0.026	0.000	0.000	0.196	0.000	0.095	0.000	0.000	0.172	0.000	0.000	0.000	0.020	0.031	0.000	0.113	0.030	0.000	0.000	0.080	0.000	0.178	0.132	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.161	0.000	0.047	0.000	0.193	0.000	0.115	0.000	0.110	0.235	0.062	0.000
toaster	0.000	0.034	0.000	0.000	0.091	0.000	0.000	0.000	0.288	0.092	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.076	0.000	0.060	0.000	0.050	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.035	0.018	0.096	0.000	0.000	0.000	0.000	0.414	0.000	0.000	0.000	0.000	0.000	0.000	0.090	0.000	0.000	0.027	0.000	0.000	0.000	0.000	0.000	0.069	0.000	0.000	0.028	0.000	0.000	0.061	0.000	0.000	0.035	0.066	0.109	0.000	0.000	0.035	0.028	0.000	0.055	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.091	0.111	0.000	0.000	0.000	0.000	0.000	0.000	0.022	0.000	0.000	0.070	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.028	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.099	0.000	0.050	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.083	0.000	0.000	0.000	0.000	0.072	0.035	0.000	0.094	0.000	0.000	0.000	0.000	0.000	0.089	0.181	0.026	0.000	0.171	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.077	0.000	0.000	0.000	0.000	0.130	0.000	0.000	0.051	0.152	0.000	0.000	0.025	0.000	0.000	0.042	0.067	0.444	0.000	0.000	0.000	0.000	0.071	0.052	0.000	0.069	0.000	0.000	0.000	0.180	0.025	0.000	0.000	0.000	0.000	0.190	0.000	0.000	0.078	0.000	0.000	0.000	0.000
